vote_last,vote_next,D
-0.433,0.2835,False
-0.433,0.342,False
-0.316,0.3657,False
-0.1014,0.2996,False
-0.377,0.27899999999999997,False
-0.4315,0.294,False
0.5042,0.7819,True
0.597,0.7855,True
0.5907,0.8299,True
-0.1608,0.3124,False
-0.4377,0.2829,False
-0.4343,0.4182,False
-0.1636,0.4245,False
-0.1686,0.2929,False
-0.3794,0.3309,False
-0.3035,0.2857,False
-0.4428,0.2184,False
-0.5632,0.0,False
-0.9484,0.1845,False
-0.3037,0.3258,False
-0.2956,0.2953,False
-0.4093,0.3485,False
-0.303,0.4032,False
0.0551,0.5231,True
0.0462,0.546,True
0.1265,0.4839,True
-0.2307,0.6179,False
0.2358,0.5845,True
0.16899999999999998,0.5474,True
-0.0273,0.332,False
-0.2378,0.3566,False
-0.2868,0.3694,False
-0.2385,0.4351,False
-0.0523,0.3876,False
-0.2248,0.3403,False
-0.3075,0.3664,False
-0.1978,0.35,False
-0.2624,0.3559,False
-0.2883,0.503,False
0.0061,0.5624,True
0.6417,0.764,True
0.5438,0.7759999999999999,True
0.5519,0.7974,True
-0.0441,0.4143,False
-0.152,0.4033,False
-0.1833,0.4114,False
-0.1772,0.4239,False
0.0397,0.4799,True
-0.3127,0.3133,False
-0.3733,0.3407,False
-0.2971,0.34700000000000003,False
0.0553,0.4828,True
-0.2364,0.3309,False
0.0685,0.5377,True
0.2301,0.627,True
0.2539,0.6469,True
0.2939,0.7695,True
0.4366,0.6607,True
0.3213,0.7474,True
0.4947,0.6922,True
0.5255,0.7445,True
0.4889,0.5401,True
0.0831,0.5401,True
0.4986,0.7474,True
0.4949,0.7632,True
0.5263,0.7943,True
0.6304,0.8751,True
0.7501,0.8116,True
0.087,0.5696,True
0.2249,0.6232,True
0.2465,0.6628,True
0.3257,0.7226,True
0.6049,0.5992,True
0.1985,0.7002,True
0.4004,0.6822,True
0.4801,0.7435,True
0.4869,0.5401,True
0.0831,0.5401,True
0.8273,0.9839,True
0.9679,0.9371,True
0.8743,0.9209999999999999,True
0.7176,0.8799,True
0.7598,0.8653,True
-0.0406,0.4966,False
0.1072,0.5994,True
0.1989,0.6354,True
0.2707,0.6966,True
0.4404,0.5664,True
0.1328,0.613,True
0.226,0.5636,True
0.5071,0.7354,True
0.4707,0.5401,True
0.0831,0.5401,True
0.2816,0.6178,True
0.2356,0.6321,True
0.2642,0.6002,True
0.2535,0.6890000000000001,True
0.3779,0.5935,True
0.1579,0.5748,True
0.3146,0.6912,True
0.3824,0.7255,True
0.4511,0.7841,True
0.2825,0.5188,True
0.0377,0.5931,True
0.1961,0.5941,True
0.4195,0.6752,True
0.3504,0.5401,True
0.0831,0.5401,True
0.1358,0.604,True
0.2172,0.698,True
0.4031,0.5589999999999999,True
0.2834,0.6422,True
0.2845,0.6382,True
0.0145,0.5549,True
0.1005,0.5334,True
0.0668,0.5525,True
0.1051,0.6096,True
0.3042,0.5914,True
0.1827,0.6908,True
0.3815,0.6688,True
-0.1919,0.4045,False
-0.191,0.5401,False
0.0831,0.5401,True
-0.3387,0.3426,False
-0.3148,0.2179,False
-0.5642,0.5711,False
1.0,0.3972,True
-0.2056,0.0,False
-0.1393,0.4971,False
-0.0119,0.4846,False
-0.0307,0.5539999999999999,False
0.1081,0.5958,True
0.24100000000000002,0.5614,True
0.1228,0.5143,True
0.0391,0.6503,True
0.5057,0.7383,True
0.4835,0.5401,True
0.0831,0.5401,True
-1.0,0.6911,False
0.3823,0.6314,True
0.2702,0.5701,True
0.135,0.5855,True
0.1786,0.61,True
-0.2358,0.3733,False
-0.2176,0.3809,False
-0.2382,0.408,False
-0.1841,0.4704,False
-0.023,0.3677,False
-0.2645,0.4265,False
-0.1386,0.4079,False
0.1158,0.5412,True
0.0823,0.5401,True
0.0831,0.5401,True
0.0017,0.3871,True
-0.2257,0.3218,False
-0.3563,0.6529,False
-0.3934,0.3238,False
-0.3455,0.282,False
-0.1841,0.4184,False
-0.0248,0.4407,False
-0.1187,0.4571,False
-0.0857,0.439,False
-0.0218,0.4045,False
-0.191,0.3709,False
-0.2086,0.397,False
-0.1531,0.495,False
0.0069,0.5401,True
0.0831,0.5401,True
0.0179,0.5503,True
0.1007,0.5681,True
0.153,0.5663,True
-0.3944,0.3529,False
-0.2381,0.3261,False
-0.3415,0.3278,False
-0.253,0.3161,False
-0.3678,0.3807,False
-0.2386,0.33399999999999996,False
-0.1537,0.3738,False
-0.2524,0.3543,False
-0.2749,0.4085,False
-0.1303,0.0,False
-1.0,0.5401,False
0.0831,0.5401,True
-0.3309,0.0,False
-1.0,0.0,False
-1.0,0.0,False
1.0,0.2628,True
-0.4745,0.0,False
0.1702,0.5151,True
-0.01,0.442,False
-0.1159,0.5043,False
0.0087,0.4522,True
-0.0158,0.3323,False
-0.3354,0.3279,False
-0.3385,0.3282,False
-0.2989,0.3744,False
-0.2513,0.5401,False
0.0831,0.5401,True
-0.5422,0.2534,False
-0.4933,0.2676,False
-0.4649,0.0,False
-0.3461,0.3623,False
-0.2356,0.4841,False
0.0365,0.5437,True
0.0186,0.5305,True
0.0611,0.617,True
0.23399999999999999,0.6709,True
0.5487,0.6724,True
0.3447,0.6996,True
0.4146,0.9663,True
0.4908,0.7096,True
0.4193,0.5401,True
0.0831,0.5401,True
0.1714,0.7061,True
0.4122,1.0,True
1.0,1.0,True
0.3306,0.6801,True
0.3601,0.6684,True
-0.2112,0.4318,False
-0.1096,0.4355,False
-0.129,0.4512,False
-0.0976,0.4765,False
-0.1713,0.3307,False
-0.3387,0.3152,False
-0.3595,0.3341,False
0.1613,0.6768,True
0.3537,0.5401,True
0.0831,0.5401,True
0.3956,0.6742,True
0.3484,1.0,True
1.0,0.6174,True
0.3783,0.7,True
0.3999,0.6849,True
0.0392,0.4983,True
-0.2867,0.3326,False
-0.3348,0.3712,False
-0.2577,0.3823,False
-0.1816,0.2752,False
-0.4497,0.368,False
-0.252,0.3933,False
-0.2497,0.3659,False
-0.2681,0.5401,False
0.0831,0.5401,True
-0.1223,0.4148,False
-0.1704,0.3343,False
-0.3314,0.397,False
-0.042,0.4887,False
-0.0003,0.5155,False
-0.3037,0.3911,False
0.2397,0.5134,True
0.0297,0.5828,True
0.1717,0.5378,True
0.4968,0.6827,True
0.3654,0.6944,True
0.4078,0.7651,True
0.5491,0.7255,True
0.451,0.5401,True
0.0831,0.5401,True
0.5669,0.8962,True
0.8443,0.7864,True
0.5728,0.718,True
0.3173,0.6069,True
0.2172,0.6052,True
-0.231,0.3662,False
0.2318,0.5559,True
0.1118,0.6107,True
0.2213,0.5517,True
0.3211,0.5228,True
0.0455,0.5884,True
0.2012,0.6685,True
1.0,0.6539,True
0.3077,0.5401,True
0.0831,0.5401,True
-0.1625,0.4323,False
-0.1355,0.4252,False
-0.1495,0.3943,False
0.0031,0.5481,True
0.1348,0.4501,True
-0.3373,0.3385,False
-0.1952,0.3951,False
-0.2099,0.4338,False
-0.1325,0.3749,False
-0.2827,0.3079,False
-0.3841,0.2752,False
-0.4135,0.3053,False
-0.2853,0.3723,False
-0.2555,0.5401,False
0.0831,0.5401,True
-0.556,0.2545,False
-0.4911,0.2602,False
-0.4796,0.3387,False
-0.3943,0.375,False
-0.2191,0.2946,False
-0.2896,0.3725,False
-0.1306,0.4144,False
-0.1712,0.4396,False
-0.1207,0.4332,False
-0.16,0.3381,False
-0.3238,0.3174,False
-0.3442,0.3988,False
-0.0423,0.5072,False
0.0223,0.5401,True
0.0831,0.5401,True
-0.4522,0.2636,False
-0.4729,0.0,False
-1.0,0.0,False
-1.0,0.2776,False
-0.4447,0.0,False
-0.2737,0.3635,False
-0.1185,0.4013,False
-0.1973,0.4368,False
-0.1265,0.3768,False
-0.2522,0.3287,False
-0.3427,0.3525,False
-0.2742,0.377,False
-0.4418,0.5946,False
0.1891,0.5401,True
0.0831,0.5401,True
0.2604,0.63,True
0.2601,0.6267,True
0.2561,0.4855,True
0.0964,0.5601,True
0.1562,0.6769,True
-0.27399999999999997,0.3724,False
0.0207,0.4618,True
-0.0764,0.5147,False
0.0293,0.4678,True
0.0166,0.4834,True
-0.0333,0.4075,False
-0.1697,0.4404,False
-0.0387,0.294,False
-0.4119,0.5401,False
0.0831,0.5401,True
-0.5199,0.2712,False
-0.4577,0.2275,False
-0.545,0.0,False
-1.0,0.3588,False
-0.267,0.2856,False
0.1755,0.5832,True
-0.1256,0.3702,False
-0.2595,0.3514,False
-0.2971,0.3223,False
0.4885,0.6587,True
0.3173,0.7020000000000001,True
0.419,0.7698,True
0.6341,0.7523,True
0.5046,0.5401,True
0.0831,0.5401,True
0.5192,0.9848,True
0.9695,0.9846,True
0.9693,0.6559,True
0.0618,0.539,True
0.0779,1.0,True
0.0739,0.522,True
0.2211,0.5684,True
0.1369,0.5915,True
0.1829,0.5602,True
0.3169,0.6424,True
0.2848,0.628,True
0.2561,0.685,True
0.3989,0.594,True
0.1881,0.5401,True
0.0831,0.5401,True
-0.313,0.1915,False
-0.617,0.2126,False
-0.5749,0.0,False
-0.0257,0.4932,False
-0.0136,0.3661,False
-0.20800000000000002,0.4051,False
-0.0375,0.4306,False
-0.1388,0.4302,False
-0.1397,0.4265,False
-0.1394,0.3252,False
-0.3497,0.4197,False
-0.1606,0.4147,False
0.3188,0.5575,True
0.1149,0.5401,True
0.0831,0.5401,True
0.5851,1.0,True
1.0,0.7241,True
0.4481,0.6326,True
0.0865,0.4823,True
-0.2374,0.3391,False
-0.3219,0.3886,False
-0.2229,0.3676,False
-0.0978,0.37200000000000005,False
-0.256,0.3804,False
-0.2342,0.4208,False
-0.0548,0.5654,False
0.1309,0.5401,True
0.0831,0.5401,True
-0.0326,0.4452,False
-0.1096,0.373,False
-0.2474,0.4061,False
0.3081,0.5908,True
-0.0407,0.4224,False
-0.1551,0.4617,False
-0.0766,0.4902,False
0.0153,0.5527,True
0.1053,0.6108,True
0.2311,0.6676,True
0.1726,0.4417,True
-0.1166,0.5401,False
0.0831,0.5401,True
-0.0515,0.4757,False
0.0691,0.5132,True
0.0264,0.5887,True
0.1775,0.5806,True
0.4069,0.6452,True
0.2903,0.6306,True
0.273,0.6968,True
-0.0764,0.4321,False
-0.1358,0.5401,False
0.0831,0.5401,True
0.1076,0.475,True
0.306,0.6187,True
0.2374,0.6479,True
0.2958,0.6361,True
0.3628,0.6406,True
0.2811,0.6361,True
0.3005,0.6842,True
0.2434,0.5707,True
-0.2555,0.3396,False
-0.3208,0.3587,False
-0.2826,0.4092,False
-0.2547,0.3232,False
-0.3536,0.3194,False
-0.3475,0.3834,False
-0.0909,0.4303,False
0.3015,0.5775,True
0.155,0.6729,True
0.3458,0.6781,True
0.0841,0.469,True
-0.212,0.3529,False
-0.2942,0.3638,False
-0.2725,0.4076,False
-0.0062,0.4353,False
0.3801,0.598,True
0.1961,0.6668,True
0.3336,0.6856,True
-0.1278,0.3252,False
0.4532,0.6871,True
0.3847,0.6581,True
0.3776,0.6158,True
0.5056,0.6442,True
0.2883,0.7222,True
0.4443,0.7781,True
0.6982,0.7258,True
0.4516,0.8456,True
0.6913,0.9096,True
0.8826,0.9231,True
0.8491,0.5865,True
0.1731,0.9548,True
0.9128,0.9640000000000001,True
0.9279999999999999,0.9605,True
0.9209999999999999,0.9377,True
0.5147,0.8567,True
0.7304,0.8711,True
0.036000000000000004,0.4643,True
0.2311,0.5528,True
0.1055,0.6831,True
0.3744,0.6656,True
0.3457,0.5916,True
0.1831,0.6536,True
0.3072,0.7472,True
0.7504,0.8468,True
0.6935,0.86,True
0.742,0.8816,True
0.6596,0.8383,True
0.6766,0.8274,True
0.6549,0.7822,True
1.0,0.9407,True
0.8814,0.8939,True
0.0582,0.4545,True
0.0755,0.4855,True
-0.028999999999999998,0.5645,False
0.1722,0.5908,True
0.1828,0.5199,True
0.0398,0.5404,True
0.0807,0.6894,True
0.0519,0.5887,True
0.1841,0.6519,True
0.3038,0.6890000000000001,True
0.2882,0.6618,True
0.3235,0.6223,True
0.2446,0.7093,True
0.0832,0.6534,True
0.3332,0.7248,True
0.0422,0.4417,True
-0.043,0.3997,False
-0.2006,0.4804,False
-0.0391,0.44299999999999995,False
-0.1786,0.2797,False
-0.4407,0.3169,False
-0.3662,0.32,False
-0.1847,0.3421,False
-0.3158,0.3313,False
-0.3374,0.3203,False
-0.2796,0.4845,False
-0.031,0.5029,False
0.0057,0.5920000000000001,True
0.5044,0.9357,True
0.8715,0.8175,True
0.4489,0.6559,True
0.4638,0.6179,True
0.2358,0.7608,True
0.5215,0.7120000000000001,True
0.2743,0.5624,True
0.1248,0.5536,True
0.1072,0.6883,True
0.7207,0.7695,True
0.5389,0.84,True
0.68,0.7964,True
0.2712,0.7036,True
0.4072,0.6128,True
0.2255,0.6634,True
-0.0886,0.6412,False
0.2824,0.7397,True
0.3974,0.6458,True
0.4342,0.6201,True
0.2403,0.7311,True
0.4622,0.7173,True
0.6675,0.5703,True
0.1407,0.5969,True
0.1939,0.5615,True
-0.0677,0.39399999999999996,False
-0.2119,0.3381,False
-0.3238,0.3303,False
-0.5019,0.2462,False
-0.5077,0.2632,False
-0.4736,0.3331,False
-0.4988,0.3341,False
-0.3088,0.3012,False
0.4734,0.7177,True
0.5689,0.7166,True
0.4332,0.8303,True
0.6606,0.5445,True
0.7186,0.8085,True
0.617,0.8314,True
0.6628,0.8726,True
0.9738,0.8477,True
0.6954,0.863,True
0.726,0.8508,True
0.5673,0.802,True
0.616,1.0,True
1.0,0.7993,True
0.5912,0.8259,True
0.6755,0.9292,True
0.301,0.5932,True
0.3685,0.5953,True
0.1906,0.7459,True
0.4918,0.6716,True
0.322,0.5989,True
0.1978,0.6278,True
0.2556,0.7386,True
0.7309,0.8054,True
0.6108,0.8596,True
0.7192,0.8467,True
0.4261,0.7873,True
0.5747,0.7464,True
0.5063,0.7911,True
-0.2986,0.3608,False
-0.2615,0.3135,False
0.1073,0.5178,True
0.2065,0.5403,True
0.0807,0.6704,True
0.3407,0.6005,True
0.2772,0.5986,True
0.1972,0.6444,True
0.2888,0.7577,True
1.0,0.7215,True
0.44299999999999995,0.7533,True
0.5066,0.7308,True
0.3509,0.7164,True
0.4328,0.6608,True
0.3313,0.7121,True
0.322,0.634,True
0.268,0.746,True
-0.1626,0.3348,False
-0.1451,0.3555,False
-0.2889,0.4566,False
-0.0868,0.4291,False
-0.2168,0.3056,False
-0.3888,0.332,False
-0.3359,0.3776,False
0.0174,0.5005,True
0.0009,0.5018,True
0.0036,0.3926,True
-0.4524,0.2488,False
-0.5024,0.2752,False
-0.4496,0.3079,False
-0.501,0.3091,False
-0.3818,0.0,False
0.0156,0.4327,True
-0.0178,0.4454,False
-0.1092,0.5674,False
0.1349,0.5398,True
0.1372,0.509,True
0.018000000000000002,0.5576,True
0.1153,0.7194,True
0.4471,0.6739,True
0.3479,0.7373,True
0.4745,0.698,True
0.2522,0.7070000000000001,True
0.4139,0.6451,True
0.2902,0.5362,True
-0.2125,0.4823,False
-0.0354,0.4119,False
-0.0527,0.4381,False
0.0821,0.5317,True
0.0634,0.6076,True
0.2153,0.5078,True
-0.1718,0.3092,False
-0.3816,0.2956,False
-0.4087,0.3791,False
-0.2218,0.2716,False
-0.4568,0.2046,False
-0.5908,0.2591,False
-0.556,0.2229,False
-0.5543,0.2482,False
-0.5036,0.0,False
0.3184,0.7159,True
0.4502,0.6036,True
-0.36,0.259,False
-0.392,0.2842,False
-0.4316,0.3289,False
-0.3421,0.3399,False
-0.1565,0.2399,False
-0.5202,0.2726,False
-0.4547,0.4203,False
-0.0902,0.303,False
-0.365,0.3884,False
-0.2233,0.2835,False
-0.34,0.2661,False
-0.4678,0.2984,False
-0.4032,0.342,False
-0.4623,0.4007,False
-0.1987,0.3898,False
-0.3662,0.2576,False
-0.4477,0.2943,False
-0.4114,0.3567,False
-0.2865,0.3623,False
-0.1796,0.2826,False
-0.4348,0.2887,False
-0.4226,0.3447,False
-0.3319,0.2557,False
-0.4885,0.2493,False
-0.5013,0.2321,False
-0.2433,0.4763,False
-0.0474,0.2629,False
-0.4742,0.331,False
-0.5296,0.3561,False
-0.2879,0.3024,False
-0.1286,0.36700000000000005,False
-0.2566,0.3542,False
-0.2916,0.4749,False
-0.0503,0.4955,False
-0.1689,0.2772,False
-0.4456,0.3129,False
-0.3743,0.3112,False
0.0641,0.4609,True
-0.0782,0.3762,False
-0.2477,0.2325,False
-0.4645,0.0,False
-1.0,0.2828,False
-0.4345,0.0,False
-0.363,0.4267,False
-0.1466,0.3842,False
-0.1703,0.3271,False
-1.0,0.3627,False
-0.2746,0.3863,False
-0.2274,0.3768,False
-0.1276,0.2699,False
-0.4601,0.3265,False
-0.3469,0.3323,False
-0.2677,0.3208,False
-0.3584,0.345,False
-0.3093,0.3258,False
-0.1686,0.3314,False
-0.3372,0.3607,False
-0.2786,0.5459,False
-0.4127,0.3971,False
-0.2058,0.0,False
-0.2556,0.332,False
-0.2996,0.3506,False
-0.2989,0.3899,False
-0.2201,0.3867,False
-0.1287,0.3257,False
-0.3486,0.3473,False
-0.3054,0.3775,False
-0.0295,0.4179,False
-0.1643,0.2938,False
-0.4124,0.3417,False
0.1334,0.5565,True
0.1129,0.6487,True
0.2974,0.6652,True
0.0906,0.5191,True
0.0466,0.5156,True
-0.0419,0.3841,False
-0.149,0.41200000000000003,False
-0.1759,0.4052,False
-0.1896,0.4074,False
-0.0797,0.4156,False
-0.1688,0.3911,False
-0.2177,0.3394,False
-0.0952,0.4227,False
-0.1546,0.3412,False
-0.3176,0.3785,False
-0.221,0.3739,False
-0.2521,0.4529,False
-0.0941,0.0,False
-0.2094,0.4075,False
-0.1851,0.0,False
-0.08,0.4104,False
-0.1299,0.4419,False
-0.1162,0.4954,False
-0.0092,0.4941,False
0.0481,0.47700000000000004,True
-0.046,0.3652,False
-0.2696,0.3184,False
-0.3059,0.315,False
-0.37,0.0,False
-1.0,0.2663,False
0.0452,0.6641,True
0.3283,0.6424,True
0.2848,0.6629999999999999,True
0.1677,0.6668,True
0.3485,0.5829,True
-0.0614,0.40700000000000003,False
-0.2581,0.4035,False
-0.1929,0.4452,False
-0.1095,0.4443,False
-0.0962,0.3779,False
-0.2441,0.3381,False
-0.3237,0.3246,False
-0.0966,0.3643,False
-0.2714,0.3036,False
-0.3927,0.4399,False
0.2253,0.6809999999999999,True
0.3619,0.6887,True
0.3775,0.662,True
0.0968,0.4974,True
-0.0051,0.3871,False
0.0623,0.528,True
0.0956,0.5348,True
0.0696,0.5877,True
0.1753,0.5474,True
0.2996,0.562,True
0.1239,0.5415,True
0.0829,0.6248,True
-0.3158,0.2554,False
-0.4893,0.2173,False
-0.5655,0.3244,False
0.2031,0.5036,True
0.0072,0.526,True
0.0519,0.6604,True
-0.0636,0.3929,False
-0.2408,0.3774,False
-0.2452,0.3952,False
-0.2095,0.3858,False
-0.059000000000000004,0.3666,False
-0.2669,0.3569,False
-0.2863,0.4101,False
0.1967,0.6143,True
0.2287,0.4601,True
-0.0798,0.3115,False
0.0051,0.5323,True
0.0647,0.6488,True
0.2976,0.8373,True
-0.0351,0.4406,False
-0.0588,0.4744,False
-0.0513,0.5007,False
0.0014,0.5157,True
0.0911,0.5643,True
0.1287,0.5398,True
0.0797,0.5397,True
0.6099,0.7863,True
0.5725,0.7417,True
0.4834,0.6438,True
-0.0129,0.4468,False
0.3831,0.6821,True
0.3642,0.7605,True
0.5211,0.7222,True
0.5143,0.7148,True
0.4297,0.7132,True
0.4264,0.7422,True
0.1911,0.6738,True
0.3475,0.6563,True
0.3126,0.4912,True
0.39,0.6486,True
0.0522,0.5383,True
0.0767,0.5822,True
0.1643,0.579,True
-0.0374,0.4882,False
0.0339,0.4616,True
0.2207,0.5256,True
0.2328,0.5256,True
0.0535,0.6643,True
0.3343,0.6471,True
0.2768,0.583,True
0.1661,0.5674,True
0.1369,0.6564,True
0.3727,0.713,True
0.4261,0.8026,True
0.6094,0.7201,True
0.4186,0.7344,True
0.4778,0.7709,True
0.5419,0.6603,True
0.1291,0.6916,True
0.3994,0.7251,True
-0.1126,0.4216,False
-0.1917,0.3743,False
-0.248,0.4777,False
-0.0446,0.4221,False
-0.0578,0.425,False
-0.1499,0.4494,False
-0.1012,0.4962,False
0.2213,0.5476,True
0.1029,0.5653,True
0.2028,0.5406,True
0.0714,0.6186,True
0.2442,0.532,True
0.064,0.5937,True
-0.0893,0.3998,False
-0.1785,0.3801,False
0.0448,0.4643,True
-0.0119,0.4693,False
-0.0614,0.5693,False
0.1386,0.5242,True
0.213,0.5577,True
0.1154,0.5224,True
0.0448,0.5754,True
0.2811,0.569,True
0.138,0.5553,True
0.1225,0.4502,True
-0.0509,0.4979,False
-0.0003,0.4571,False
-0.0858,0.5089,False
0.1037,0.5792,True
0.1702,0.581,True
0.025,0.4312,True
-0.2013,0.3634,False
-0.2711,0.499,False
-0.0019,0.4184,False
-0.0417,0.3652,False
-0.2697,0.4858,False
-0.0284,0.5187,False
0.0532,0.4459,True
-0.0979,0.3376,False
-0.306,0.391,False
-0.2234,0.3002,False
-0.3953,0.3785,False
-0.2429,0.6059,False
-0.1086,0.3932,False
-0.1905,0.3669,False
0.0516,0.4528,True
-0.0688,0.4312,False
-0.1331,0.5368,False
0.0736,0.5,True
0.1036,0.5111,True
0.0222,0.3704,True
-0.2593,0.44,False
-0.1311,0.3826,False
-0.2349,0.3239,False
-0.3523,0.38299999999999995,False
-0.364,0.5145,False
0.0337,0.5632,True
0.1263,0.5314,True
-0.4122,0.3012,False
-0.2919,0.3603,False
-0.0036,0.4723,False
-0.0505,0.4479,False
-0.1022,0.5148,False
0.0296,0.4803,True
-0.0827,0.3355,False
-0.3218,0.3511,False
-0.2978,0.3932,False
0.0487,0.5491,True
0.0982,0.5218,True
0.0455,0.5023,True
-0.4598,0.3086,False
-0.375,0.2711,False
-0.4577,0.3653,False
-0.5406,0.2314,False
-0.5179,0.1676,False
0.0833,0.4933,True
-0.1099,0.4277,False
-0.1447,0.4622,False
-0.0756,0.3987,False
-0.0832,0.4567,False
-0.0866,0.4023,False
-0.1953,0.4292,False
-0.1501,0.373,False
-0.2539,0.4369,False
-0.1262,0.3316,False
-0.3582,0.3161,False
-0.3518,0.3826,False
-0.2347,0.4222,False
-0.302,0.3465,False
-0.2731,0.2813,False
0.1129,0.5105,True
0.0463,0.5005,True
0.0036,0.6149,True
0.2298,0.5321,True
0.1293,0.4891,True
-0.0217,0.4554,False
-0.0892,0.4741,False
0.0684,0.5046,True
0.0093,0.4801,True
-0.0399,0.4484,False
-0.0018,0.5302,False
0.065,0.6181,True
0.2363,0.5472,True
-0.0486,0.483,False
-0.0166,0.4598,False
-0.0384,0.4462,False
-0.0332,0.4629,False
-0.0712,0.503,False
0.006,0.4942,True
0.0883,0.5383,True
0.0767,0.5442,True
0.0885,0.625,True
0.4215,1.0,True
1.0,0.6563,True
0.3127,0.6437,True
0.306,0.7190000000000001,True
0.4424,0.7072,True
0.4144,0.6899,True
0.0406,0.5648,True
0.1397,0.5076,True
-0.0618,0.4047,False
-0.1251,0.4332,False
-0.1296,0.5075,False
0.0149,0.4287,True
-0.0089,0.366,False
-0.268,0.4613,False
-0.0775,0.49200000000000005,False
0.0873,0.5984,True
0.1968,0.561,True
0.1327,0.5337,True
0.1846,0.5775,True
0.1658,0.6054,True
0.2109,0.6643,True
0.0691,0.5295,True
0.0811,0.5834,True
0.0226,0.4303,True
-0.10099999999999999,0.4046,False
-0.18899999999999997,0.5209,False
0.0418,0.4619,True
0.0099,0.5575,True
0.1149,0.5308,True
0.0616,0.5831,True
0.0497,0.6041,True
0.214,0.5724,True
0.1461,0.5725,True
0.674,0.8219,True
0.77,0.8609,True
0.7219,0.9036,True
0.8102,0.8844,True
0.6805,0.8421,True
0.6843,1.0,True
1.0,0.8817,True
0.8205,0.9237,True
0.8583,0.9287,True
0.8575,0.9467,True
0.792,0.8915,True
0.7931,0.912,True
0.8336,0.8928,True
0.1488,0.7069,True
0.4344,0.5867,True
-0.1275,0.3903,False
-0.1972,0.3659,False
-0.2649,0.4083,False
-0.1801,0.4021,False
0.0099,0.4896,True
-0.0209,0.4489,False
-0.0945,0.3747,False
-0.0687,0.4957,False
-0.0018,0.3162,False
-0.3594,0.414,False
-0.3818,0.4096,False
-0.1808,0.4474,False
-0.0991,0.3317,False
-0.5154,0.3296,False
-0.3233,0.2976,False
-0.2067,0.3764,False
-0.1925,0.3577,False
-0.2801,0.3919,False
-0.2124,0.3924,False
0.0536,0.4775,True
-0.0449,0.3484,False
-0.3031,0.4373,False
-0.0361,0.4856,False
-0.0202,0.5133,False
0.0267,0.5201,True
0.0586,0.6037,True
0.2074,0.5734,True
0.1468,0.5786,True
-0.5032,0.2947,False
-0.3914,0.2471,False
-0.3147,0.3076,False
-0.2464,0.3804,False
-0.2392,0.3981,False
-0.2004,0.375,False
-0.0858,0.3222,False
-0.3555,0.3437,False
-0.3126,0.381,False
-0.076,0.3875,False
-0.2127,0.2828,False
-0.4236,0.2397,False
-0.3389,0.3664,False
-0.2527,0.2915,False
-0.4169,0.4223,False
-0.4767,0.3272,False
-0.3279,0.0,False
-0.222,0.3292,False
-0.2652,0.3286,False
-0.3428,0.3624,False
-0.27399999999999997,0.3308,False
-0.2244,0.3146,False
-0.3709,0.3715,False
-0.256,0.3849,False
0.092,0.4623,True
-0.0711,0.4873,False
-0.0071,0.45799999999999996,False
-0.2422,0.2876,False
-0.4248,0.27399999999999997,False
-0.452,0.2458,False
0.3371,0.7,True
0.418,0.7120000000000001,True
-0.0053,0.4631,False
0.0254,0.4903,True
-0.0173,0.4766,False
-0.0446,0.4331,False
-0.1312,0.3274,False
-0.3453,0.3587,False
-0.2827,0.3975,False
0.0043,0.5274,True
0.0625,0.5673,True
0.1347,0.4938,True
0.057,0.5667,True
0.1335,0.5893,True
0.1931,1.0,True
-0.4795,0.307,False
-0.3704,0.2807,False
-0.1872,0.3664,False
-0.0579,0.4631,False
-0.0737,0.5067,False
0.0161,0.5331,True
0.3144,0.4591,True
-0.0818,0.3934,False
-0.2132,0.2922,False
0.315,0.6997,True
0.4165,0.7663,True
0.5485,0.9275,True
0.8631,0.7959999999999999,True
0.6006,0.7577,True
0.5212,0.6838,True
-0.3285,0.4289,False
-0.1213,0.4008,False
-0.2424,0.3867,False
-0.257,0.3561,False
-0.2845,0.3781,False
-0.2439,0.3764,False
-0.0949,0.3015,False
-0.3971,0.3116,False
-0.3768,0.3414,False
0.1143,0.5901,True
0.1865,0.6657,True
0.3314,0.6074,True
0.2884,0.7264,True
0.4527,0.7208,True
0.4416,0.6861,True
-0.0672,0.5377,False
0.0962,0.5741,True
-0.1804,0.4499,False
-0.1176,0.4402,False
-0.1195,0.4314,False
-0.1357,0.4028,False
-0.1486,0.3329,False
-0.3342,0.3253,False
-0.3494,0.3507,False
-0.1442,0.2939,False
-0.4057,0.304,False
-0.392,0.0,False
-0.4213,0.3558,False
-0.2884,0.3022,False
-0.3957,0.4524,False
0.0419,0.5920000000000001,True
0.2038,0.5594,True
-0.2759,0.3376,False
-0.228,0.344,False
-0.312,0.387,False
-0.2242,0.3779,False
-0.1324,0.3256,False
-0.3487,0.3407,False
-0.3186,0.4087,False
-0.0778,0.4281,False
-0.1368,0.5148,False
0.0296,0.5241,True
-0.0063,0.4885,False
-0.023,0.264,False
-0.4634,0.332,False
0.2453,0.5438,True
0.10800000000000001,0.5241,True
-0.2793,0.3322,False
-0.0983,0.4392,False
-0.1216,0.4762,False
-0.0463,0.451,False
0.0652,0.4819,True
-0.0362,0.4121,False
-0.1758,0.3838,False
-0.0214,0.4483,False
-0.0992,0.4508,False
-0.0984,0.3385,False
-0.1724,0.3657,False
-0.2641,0.3998,False
-0.1967,0.3873,False
-0.3771,0.359,False
-0.2526,0.337,False
-0.1379,0.3827,False
