schidkn,pscore,classid,cs,female,nwhite,n
19,20.34843,5416.0,16.0,1.0,1.0,1.0
45,16.73732,13300.0,24.0,1.0,1.0,1.0
1,30.163244,201.0,20.0,1.0,0.0,1.0
3,32.508926,800.0,22.0,1.0,0.0,1.0
76,16.095345,22668.0,22.0,0.0,0.0,1.0
35,39.157074,10400.0,25.0,0.0,0.0,1.0
38,25.613861,11200.0,17.0,1.0,0.0,1.0
22,26.626207,6526.0,22.0,0.0,1.0,1.0
33,15.4657135,9837.0,27.0,0.0,1.0,1.0
20,29.021269,5900.0,21.0,1.0,1.0,1.0
1,46.28053,201.0,20.0,1.0,0.0,1.0
37,25.613861,10834.0,16.0,1.0,0.0,1.0
43,33.6509,12800.0,23.0,0.0,0.0,1.0
22,29.021269,6525.0,20.0,0.0,1.0,1.0
22,19.342257,6525.0,20.0,0.0,1.0,1.0
37,41.354603,11039.0,24.0,0.0,0.0,1.0
12,47.089172,3500.0,21.0,1.0,0.0,1.0
34,30.163244,10100.0,20.0,0.0,0.0,1.0
15,39.157074,4300.0,19.0,0.0,1.0,1.0
15,29.021269,4210.0,13.0,1.0,1.0,1.0
62,40.206455,18500.0,23.0,1.0,0.0,1.0
33,20.34843,9700.0,26.0,0.0,1.0,1.0
53,23.527443,15600.0,15.0,0.0,1.0,1.0
53,15.4657135,15800.0,22.0,1.0,1.0,1.0
47,20.34843,13800.0,14.0,0.0,0.0,1.0
36,32.508926,10600.0,23.0,1.0,0.0,1.0
57,19.342257,16900.0,19.0,1.0,0.0,1.0
15,16.73732,4300.0,19.0,0.0,1.0,1.0
57,26.626207,16852.0,13.0,0.0,0.0,1.0
21,26.626207,6220.0,27.0,1.0,1.0,1.0
33,29.021269,9630.0,16.0,0.0,1.0,1.0
32,29.021269,9500.0,24.0,0.0,1.0,1.0
80,32.508926,23500.0,21.0,0.0,0.0,1.0
48,44.44102,14300.0,21.0,1.0,0.0,1.0
18,14.836084,5216.0,25.0,0.0,1.0,1.0
72,22.471886,21463.0,23.0,0.0,0.0,1.0
60,39.157074,17759.0,15.0,0.0,1.0,1.0
1,27.792875,201.0,20.0,0.0,0.0,1.0
18,20.34843,5216.0,25.0,1.0,1.0,1.0
42,23.351181,12300.0,17.0,1.0,0.0,1.0
46,51.903984,13700.0,23.0,1.0,1.0,1.0
22,17.545961,6423.0,22.0,1.0,1.0,1.0
66,20.34843,19566.0,14.0,0.0,0.0,1.0
43,25.613861,12800.0,23.0,0.0,0.0,1.0
39,12.694109,11600.0,19.0,1.0,0.0,1.0
28,43.61386,8125.0,17.0,0.0,1.0,1.0
47,20.34843,14000.0,26.0,1.0,0.0,1.0
19,32.508926,5415.0,17.0,1.0,1.0,1.0
50,32.508926,14800.0,24.0,0.0,0.0,1.0
17,15.4657135,4800.0,15.0,0.0,1.0,1.0
2,22.471886,400.0,16.0,1.0,0.0,1.0
4,14.836084,1000.0,13.0,1.0,0.0,1.0
66,27.792875,19565.0,14.0,0.0,0.0,1.0
38,25.613861,11300.0,19.0,1.0,0.0,1.0
64,35.928677,19055.0,21.0,1.0,0.0,1.0
7,29.021269,2106.0,24.0,0.0,0.0,1.0
71,16.73732,21200.0,24.0,0.0,0.0,1.0
26,31.30522,7700.0,20.0,1.0,1.0,1.0
20,25.613861,5700.0,17.0,1.0,1.0,1.0
27,29.021269,7929.0,26.0,0.0,1.0,1.0
79,29.021269,23300.0,22.0,0.0,0.0,1.0
14,31.30522,4100.0,21.0,0.0,1.0,1.0
28,23.527443,8200.0,24.0,1.0,1.0,1.0
80,29.021269,23600.0,21.0,1.0,0.0,1.0
44,48.755836,12900.0,16.0,1.0,0.0,1.0
55,19.342257,16346.0,23.0,0.0,0.0,1.0
40,49.638554,11800.0,22.0,0.0,0.0,1.0
58,46.28053,17350.0,22.0,0.0,0.0,1.0
9,51.903984,2712.0,21.0,0.0,0.0,1.0
29,18.410158,8500.0,21.0,1.0,1.0,1.0
28,17.545961,8334.0,22.0,0.0,1.0,1.0
11,54.373123,3200.0,22.0,1.0,0.0,1.0
36,31.30522,10533.0,14.0,1.0,0.0,1.0
45,19.342257,13400.0,24.0,0.0,1.0,1.0
53,31.30522,15800.0,22.0,1.0,1.0,1.0
6,24.607689,1600.0,13.0,1.0,1.0,1.0
26,17.545961,7700.0,20.0,0.0,1.0,1.0
32,15.4657135,9500.0,24.0,1.0,1.0,1.0
60,20.34843,17759.0,15.0,1.0,0.0,1.0
43,29.021269,12800.0,23.0,1.0,0.0,1.0
28,16.095345,8125.0,17.0,1.0,1.0,1.0
4,22.471886,1200.0,24.0,0.0,0.0,1.0
43,30.163244,12700.0,22.0,0.0,0.0,1.0
48,42.61386,14300.0,21.0,0.0,0.0,1.0
33,23.351181,9700.0,26.0,1.0,1.0,1.0
16,23.527443,4715.0,25.0,0.0,1.0,1.0
3,16.73732,902.0,23.0,0.0,0.0,1.0
43,23.527443,12800.0,23.0,1.0,0.0,1.0
31,19.342257,9100.0,21.0,0.0,1.0,1.0
20,42.61386,5700.0,17.0,0.0,1.0,1.0
9,31.30522,2610.0,21.0,0.0,0.0,1.0
27,15.4657135,7823.0,14.0,0.0,1.0,1.0
28,35.928677,8334.0,22.0,1.0,1.0,1.0
78,35.928677,23000.0,23.0,1.0,0.0,1.0
79,27.792875,23181.0,14.0,1.0,0.0,1.0
76,22.471886,22700.0,23.0,1.0,0.0,1.0
16,21.422504,4714.0,26.0,1.0,1.0,1.0
63,23.527443,18854.0,22.0,0.0,0.0,1.0
73,22.471886,21675.0,13.0,0.0,0.0,1.0
20,39.157074,5900.0,21.0,1.0,1.0,1.0
20,42.61386,5919.0,21.0,0.0,1.0,1.0
74,17.545961,21977.0,16.0,1.0,0.0,1.0
71,23.527443,21071.0,17.0,0.0,0.0,1.0
39,16.73732,11437.0,12.0,0.0,0.0,1.0
38,24.607689,11200.0,17.0,0.0,0.0,1.0
44,20.34843,12944.0,17.0,0.0,0.0,1.0
39,15.4657135,11600.0,19.0,0.0,0.0,1.0
3,32.508926,701.0,15.0,0.0,0.0,1.0
1,15.4657135,201.0,20.0,1.0,0.0,1.0
32,16.73732,9536.0,22.0,0.0,1.0,1.0
22,16.095345,6525.0,20.0,1.0,1.0,1.0
44,47.903984,13100.0,23.0,0.0,1.0,1.0
41,38.039787,12040.0,13.0,0.0,0.0,1.0
71,19.342257,21200.0,24.0,0.0,0.0,1.0
19,19.342257,5618.0,26.0,0.0,1.0,1.0
25,30.163244,7400.0,27.0,1.0,0.0,1.0
28,23.527443,8100.0,15.0,0.0,1.0,1.0
55,42.61386,16346.0,23.0,0.0,0.0,1.0
30,19.342257,8900.0,23.0,0.0,1.0,1.0
74,16.73732,21976.0,16.0,0.0,0.0,1.0
61,34.78053,18060.0,13.0,1.0,0.0,1.0
51,30.163244,15141.0,25.0,1.0,0.0,1.0
23,23.351181,6800.0,23.0,0.0,1.0,1.0
24,27.792875,7100.0,18.0,0.0,1.0,1.0
47,19.342257,13800.0,14.0,1.0,0.0,1.0
8,36.95337,2309.0,25.0,0.0,0.0,1.0
18,23.527443,5200.0,24.0,1.0,1.0,1.0
43,30.163244,12800.0,23.0,0.0,0.0,1.0
2,24.607689,600.0,19.0,0.0,0.0,1.0
22,20.34843,6423.0,22.0,0.0,1.0,1.0
29,21.422504,8500.0,21.0,1.0,1.0,1.0
45,27.792875,13400.0,24.0,0.0,1.0,1.0
62,19.342257,18500.0,23.0,0.0,0.0,1.0
57,29.837168,16852.0,13.0,0.0,1.0,1.0
33,55.82482,9600.0,15.0,1.0,1.0,1.0
63,46.485313,18854.0,22.0,0.0,0.0,1.0
47,38.99766,13900.0,24.0,0.0,0.0,1.0
18,20.45445,5300.0,22.0,1.0,1.0,1.0
37,21.386549,10834.0,16.0,0.0,0.0,1.0
40,31.065561,11739.0,12.0,0.0,0.0,1.0
46,49.133465,13700.0,23.0,1.0,0.0,1.0
1,44.658157,300.0,20.0,0.0,0.0,1.0
34,47.417416,9931.0,15.0,0.0,0.0,1.0
59,33.34951,17600.0,17.0,1.0,0.0,1.0
3,25.571735,902.0,23.0,1.0,0.0,1.0
59,47.417416,17456.0,13.0,1.0,0.0,1.0
16,27.658154,4513.0,17.0,1.0,1.0,1.0
55,34.553215,16345.0,22.0,1.0,0.0,1.0
60,44.658157,17800.0,25.0,0.0,0.0,1.0
65,23.466797,19200.0,12.0,1.0,0.0,1.0
1,29.837168,300.0,20.0,0.0,1.0,1.0
52,22.392723,15400.0,20.0,0.0,1.0,1.0
20,25.571735,5900.0,21.0,1.0,1.0,1.0
63,27.658154,18662.0,14.0,1.0,0.0,1.0
75,18.781612,22367.0,24.0,0.0,0.0,1.0
24,22.392723,7100.0,18.0,1.0,1.0,1.0
55,27.658154,16346.0,23.0,0.0,0.0,1.0
25,18.781612,7300.0,22.0,1.0,0.0,1.0
33,27.439766,9700.0,26.0,1.0,1.0,1.0
26,61.293957,7600.0,17.0,0.0,1.0,1.0
42,36.82482,12400.0,23.0,1.0,0.0,1.0
70,46.485313,20962.0,23.0,1.0,0.0,1.0
67,46.485313,20000.0,18.0,0.0,0.0,1.0
40,31.065561,11900.0,23.0,1.0,0.0,1.0
23,36.82482,6619.0,16.0,1.0,1.0,1.0
6,42.250748,1600.0,13.0,1.0,0.0,1.0
66,20.45445,19757.0,24.0,0.0,0.0,1.0
43,31.065561,12700.0,22.0,1.0,0.0,1.0
12,17.510006,3400.0,14.0,0.0,0.0,1.0
26,23.466797,7700.0,20.0,1.0,1.0,1.0
71,27.658154,21072.0,16.0,0.0,0.0,1.0
18,35.69519,5100.0,16.0,0.0,1.0,1.0
58,49.133465,17350.0,22.0,1.0,0.0,1.0
52,22.392723,15500.0,22.0,0.0,0.0,1.0
46,51.682846,13500.0,17.0,0.0,1.0,1.0
29,34.553215,8500.0,21.0,0.0,1.0,1.0
32,23.466797,9536.0,22.0,0.0,1.0,1.0
16,32.207535,4513.0,17.0,0.0,1.0,1.0
25,31.065561,7300.0,22.0,1.0,1.0,1.0
65,49.948277,19400.0,19.0,0.0,0.0,1.0
33,55.82482,9837.0,27.0,0.0,1.0,1.0
60,26.651981,17759.0,15.0,0.0,0.0,1.0
67,42.250748,19800.0,13.0,0.0,0.0,1.0
18,18.781612,5300.0,22.0,0.0,0.0,1.0
15,22.392723,4300.0,19.0,0.0,1.0,1.0
21,23.466797,6100.0,23.0,0.0,0.0,1.0
40,26.651981,11900.0,23.0,0.0,0.0,1.0
16,26.651981,4715.0,25.0,0.0,1.0,1.0
19,15.868031,5618.0,26.0,1.0,1.0,1.0
35,25.571735,10200.0,17.0,1.0,0.0,1.0
60,24.516178,17800.0,25.0,0.0,1.0,1.0
38,37.97297,11300.0,19.0,0.0,0.0,1.0
24,18.781612,7000.0,21.0,1.0,1.0,1.0
4,42.250748,1100.0,23.0,0.0,0.0,1.0
48,36.82482,14200.0,22.0,0.0,0.0,1.0
28,47.417416,8125.0,17.0,1.0,1.0,1.0
24,32.207535,6921.0,14.0,1.0,1.0,1.0
32,24.516178,9500.0,24.0,0.0,1.0,1.0
69,35.69519,20500.0,22.0,1.0,0.0,1.0
48,27.439766,14300.0,21.0,1.0,0.0,1.0
32,31.065561,9536.0,22.0,1.0,1.0,1.0
59,33.34951,17500.0,17.0,1.0,0.0,1.0
9,42.250748,2508.0,13.0,0.0,0.0,1.0
56,22.392723,16647.0,21.0,0.0,0.0,1.0
63,37.97297,18751.0,22.0,1.0,0.0,1.0
62,27.658154,18400.0,24.0,0.0,0.0,1.0
41,41.201363,12040.0,13.0,1.0,0.0,1.0
7,27.658154,2106.0,24.0,1.0,1.0,1.0
62,34.553215,18400.0,24.0,0.0,0.0,1.0
37,40.08408,11000.0,27.0,0.0,1.0,1.0
42,27.439766,12500.0,24.0,0.0,1.0,1.0
43,45.658157,12800.0,23.0,1.0,0.0,1.0
66,43.398895,19565.0,14.0,0.0,0.0,1.0
4,27.658154,1000.0,13.0,1.0,0.0,1.0
72,34.553215,21463.0,23.0,1.0,0.0,1.0
73,55.19519,21600.0,15.0,1.0,0.0,1.0
71,15.077908,21200.0,24.0,0.0,0.0,1.0
50,27.658154,14900.0,22.0,0.0,0.0,1.0
20,33.34951,5800.0,21.0,1.0,1.0,1.0
57,34.553215,16900.0,19.0,0.0,0.0,1.0
42,31.065561,12400.0,23.0,0.0,0.0,1.0
9,35.69519,2610.0,21.0,0.0,0.0,1.0
73,53.948277,21800.0,22.0,1.0,0.0,1.0
79,42.250748,23181.0,14.0,0.0,0.0,1.0
6,21.386549,1700.0,18.0,0.0,0.0,1.0
50,23.466797,14900.0,22.0,1.0,1.0,1.0
20,32.207535,5800.0,21.0,1.0,1.0,1.0
37,26.651981,11000.0,27.0,0.0,0.0,1.0
55,28.6705,16345.0,22.0,0.0,0.0,1.0
71,21.386549,21071.0,17.0,1.0,0.0,1.0
66,19.590254,19565.0,14.0,1.0,0.0,1.0
38,44.658157,11300.0,19.0,1.0,0.0,1.0
35,36.82482,10300.0,24.0,0.0,0.0,1.0
62,26.651981,18500.0,23.0,0.0,0.0,1.0
37,38.99766,10900.0,25.0,0.0,0.0,1.0
15,19.590254,4211.0,12.0,1.0,1.0,1.0
34,54.608772,9931.0,15.0,1.0,0.0,1.0
46,49.133465,13700.0,23.0,1.0,0.0,1.0
34,26.651981,10000.0,19.0,0.0,0.0,1.0
18,19.590254,5200.0,24.0,0.0,1.0,1.0
73,34.553215,21600.0,15.0,1.0,0.0,1.0
9,53.18902,2713.0,21.0,0.0,0.0,1.0
16,15.868031,4714.0,26.0,1.0,1.0,1.0
35,24.516178,10400.0,25.0,1.0,0.0,1.0
27,43.398895,7824.0,14.0,1.0,1.0,1.0
57,36.82482,17000.0,20.0,0.0,1.0,1.0
1,26.651981,200.0,20.0,1.0,1.0,1.0
76,24.516178,22669.0,24.0,1.0,0.0,1.0
42,44.658157,12500.0,24.0,1.0,0.0,1.0
8,38.99766,2309.0,25.0,0.0,0.0,1.0
43,20.45445,12700.0,22.0,0.0,0.0,1.0
12,21.386549,3500.0,21.0,0.0,0.0,1.0
10,19.590254,3000.0,22.0,1.0,0.0,1.0
63,14.738401,18854.0,22.0,0.0,1.0,1.0
40,25.571735,11900.0,23.0,1.0,0.0,1.0
33,31.065561,9838.0,27.0,0.0,1.0,1.0
16,27.658154,4715.0,25.0,0.0,1.0,1.0
15,28.6705,4211.0,12.0,1.0,1.0,1.0
11,57.547043,3200.0,22.0,0.0,0.0,1.0
18,29.837168,5100.0,16.0,1.0,1.0,1.0
34,15.868031,10100.0,20.0,1.0,0.0,1.0
31,41.201363,9100.0,21.0,0.0,1.0,1.0
66,28.6705,19600.0,21.0,1.0,0.0,1.0
51,48.32482,15243.0,24.0,0.0,0.0,1.0
15,26.651981,4400.0,15.0,0.0,1.0,1.0
53,16.880377,15600.0,15.0,0.0,1.0,1.0
58,27.439766,17350.0,22.0,1.0,0.0,1.0
26,34.553215,7500.0,17.0,0.0,1.0,1.0
22,18.781612,6526.0,22.0,0.0,1.0,1.0
50,33.34951,14800.0,24.0,0.0,0.0,1.0
6,20.45445,1800.0,23.0,1.0,0.0,1.0
43,32.207535,12600.0,15.0,1.0,0.0,1.0
39,22.392723,11600.0,19.0,0.0,0.0,1.0
60,27.658154,17900.0,21.0,1.0,1.0,1.0
2,23.466797,500.0,19.0,1.0,0.0,1.0
35,27.658154,10300.0,24.0,0.0,0.0,1.0
29,22.392723,8600.0,19.0,0.0,1.0,1.0
14,43.398895,4100.0,21.0,0.0,1.0,1.0
6,43.398895,1600.0,13.0,0.0,0.0,1.0
8,23.466797,2400.0,23.0,1.0,0.0,1.0
65,40.08408,19200.0,12.0,1.0,0.0,1.0
18,37.97297,5200.0,24.0,1.0,1.0,1.0
48,18.781612,14340.0,23.0,1.0,0.0,1.0
71,22.392723,21071.0,17.0,0.0,0.0,1.0
42,27.658154,12400.0,23.0,0.0,0.0,1.0
66,41.201363,19565.0,14.0,0.0,0.0,1.0
3,25.571735,702.0,16.0,0.0,0.0,1.0
58,49.133465,17350.0,22.0,0.0,0.0,1.0
71,23.466797,21100.0,24.0,0.0,0.0,1.0
9,56.417416,2507.0,13.0,1.0,0.0,1.0
18,15.423587,5216.0,25.0,1.0,0.0,1.0
23,24.516178,6620.0,15.0,1.0,1.0,1.0
3,35.69519,902.0,23.0,1.0,0.0,1.0
80,28.6705,23500.0,21.0,0.0,0.0,1.0
53,23.466797,15800.0,22.0,0.0,1.0,1.0
63,29.837168,18751.0,22.0,0.0,0.0,1.0
6,21.386549,1700.0,18.0,1.0,0.0,1.0
4,27.658154,1200.0,24.0,1.0,0.0,1.0
25,21.386549,7400.0,27.0,0.0,1.0,1.0
22,29.837168,6422.0,20.0,1.0,1.0,1.0
18,29.837168,5200.0,24.0,0.0,1.0,1.0
35,17.510006,10400.0,25.0,1.0,0.0,1.0
59,18.781612,17600.0,17.0,0.0,0.0,1.0
61,40.08408,18100.0,20.0,1.0,0.0,1.0
38,32.207535,11300.0,19.0,1.0,0.0,1.0
44,34.553215,13100.0,23.0,0.0,0.0,1.0
19,17.510006,5617.0,22.0,0.0,1.0,1.0
5,38.99766,1400.0,24.0,0.0,0.0,1.0
76,28.6705,22669.0,24.0,0.0,0.0,1.0
62,15.077908,18500.0,23.0,1.0,1.0,1.0
64,27.439766,19056.0,19.0,1.0,0.0,1.0
18,26.651981,5300.0,22.0,0.0,1.0,1.0
73,53.18902,21675.0,13.0,0.0,0.0,1.0
72,25.571735,21464.0,22.0,0.0,0.0,1.0
35,21.386549,10400.0,25.0,0.0,0.0,1.0
10,18.139637,3000.0,22.0,0.0,0.0,1.0
62,31.065561,18500.0,23.0,1.0,0.0,1.0
32,25.571735,9500.0,24.0,1.0,1.0,1.0
67,26.651981,20000.0,18.0,0.0,0.0,1.0
16,25.571735,4513.0,17.0,1.0,1.0,1.0
20,25.571735,5900.0,21.0,0.0,1.0,1.0
73,36.82482,21675.0,13.0,1.0,0.0,1.0
2,25.571735,400.0,16.0,0.0,0.0,1.0
16,29.837168,4715.0,25.0,1.0,1.0,1.0
4,15.868031,1200.0,24.0,0.0,0.0,1.0
66,19.590254,19757.0,24.0,1.0,0.0,1.0
55,40.08408,16200.0,13.0,0.0,0.0,1.0
62,22.392723,18400.0,24.0,1.0,0.0,1.0
18,25.571735,5300.0,22.0,1.0,1.0,1.0
28,18.781612,8335.0,23.0,1.0,1.0,1.0
38,32.207535,11100.0,13.0,0.0,0.0,1.0
20,19.590254,5800.0,21.0,0.0,1.0,1.0
48,26.651981,14200.0,22.0,0.0,0.0,1.0
18,23.466797,5300.0,22.0,1.0,1.0,1.0
3,47.417416,902.0,23.0,0.0,0.0,1.0
5,14.176673,1400.0,24.0,1.0,1.0,1.0
64,18.781612,19055.0,21.0,1.0,0.0,1.0
61,41.201363,18061.0,17.0,0.0,0.0,1.0
44,41.201363,13100.0,23.0,0.0,1.0,1.0
50,55.82482,14800.0,24.0,0.0,0.0,1.0
24,43.398895,6921.0,14.0,0.0,1.0,1.0
18,21.386549,5200.0,24.0,1.0,1.0,1.0
25,28.6705,7200.0,17.0,1.0,0.0,1.0
32,17.510006,9536.0,22.0,1.0,1.0,1.0
2,23.466797,600.0,19.0,1.0,0.0,1.0
19,26.651981,5415.0,17.0,0.0,1.0,1.0
20,20.45445,5900.0,21.0,0.0,1.0,1.0
9,43.398895,2611.0,22.0,1.0,0.0,1.0
69,27.658154,20600.0,23.0,0.0,0.0,1.0
22,29.837168,6526.0,22.0,1.0,1.0,1.0
17,25.571735,4900.0,24.0,0.0,1.0,1.0
42,23.466797,12500.0,24.0,1.0,0.0,1.0
60,24.516178,17900.0,21.0,1.0,0.0,1.0
19,18.139637,5416.0,16.0,0.0,1.0,1.0
6,27.658154,1600.0,13.0,1.0,0.0,1.0
9,48.32482,2610.0,21.0,1.0,0.0,1.0
72,37.97297,21464.0,22.0,1.0,0.0,1.0
72,26.65782,21374.0,14.0,0.0,0.0,1.0
28,27.713375,8127.0,15.0,1.0,1.0,1.0
54,54.61461,16100.0,22.0,0.0,0.0,1.0
58,27.713375,17349.0,24.0,1.0,1.0,1.0
49,49.559055,14600.0,20.0,1.0,0.0,1.0
8,20.281277,2206.0,17.0,0.0,0.0,1.0
42,31.723047,12500.0,24.0,1.0,1.0,1.0
79,37.836834,23300.0,22.0,1.0,0.0,1.0
57,48.626953,17000.0,20.0,1.0,0.0,1.0
15,30.812141,4300.0,19.0,0.0,1.0,1.0
36,51.275105,10532.0,13.0,1.0,0.0,1.0
64,31.723047,19100.0,23.0,0.0,0.0,1.0
37,44.392387,11039.0,24.0,1.0,1.0,1.0
56,43.343006,16648.0,23.0,0.0,0.0,1.0
71,26.65782,21200.0,24.0,1.0,0.0,1.0
42,47.799797,12400.0,23.0,1.0,1.0,1.0
76,44.392387,22579.0,17.0,1.0,0.0,1.0
66,63.17634,19758.0,22.0,0.0,0.0,1.0
24,19.022018,7000.0,21.0,0.0,1.0,1.0
65,37.836834,19400.0,19.0,0.0,0.0,1.0
66,34.34918,19600.0,21.0,0.0,0.0,1.0
10,35.491154,2800.0,13.0,0.0,0.0,1.0
74,31.97881,21976.0,16.0,0.0,0.0,1.0
75,17.565228,22367.0,24.0,0.0,0.0,1.0
50,47.799797,14747.0,16.0,1.0,0.0,1.0
71,20.281277,21071.0,17.0,1.0,0.0,1.0
76,38.96646,22579.0,17.0,0.0,0.0,1.0
29,50.46646,8600.0,19.0,0.0,1.0,1.0
20,43.343006,5919.0,21.0,0.0,1.0,1.0
7,33.207203,1904.0,14.0,0.0,1.0,1.0
51,52.089916,15049.0,17.0,0.0,0.0,1.0
42,52.089916,12400.0,23.0,1.0,0.0,1.0
17,31.723047,4900.0,24.0,1.0,0.0,1.0
33,25.608437,9838.0,27.0,1.0,1.0,1.0
37,29.799795,11000.0,27.0,0.0,0.0,1.0
65,43.343006,19300.0,16.0,0.0,0.0,1.0
9,46.799797,2712.0,21.0,0.0,0.0,1.0
38,35.491154,11100.0,13.0,0.0,0.0,1.0
61,30.812141,18060.0,13.0,1.0,0.0,1.0
9,49.559055,2713.0,21.0,1.0,1.0,1.0
63,31.97881,18751.0,22.0,1.0,0.0,1.0
14,41.1393,4100.0,21.0,1.0,1.0,1.0
74,49.559055,22000.0,24.0,1.0,0.0,1.0
27,45.540535,7824.0,14.0,0.0,1.0,1.0
12,35.491154,3600.0,23.0,1.0,0.0,1.0
61,25.608437,18100.0,20.0,1.0,0.0,1.0
8,22.596092,2206.0,17.0,0.0,0.0,1.0
39,19.651648,11437.0,12.0,0.0,0.0,1.0
64,38.96646,19056.0,19.0,0.0,1.0,1.0
36,54.61461,10600.0,23.0,1.0,0.0,1.0
55,25.608437,16345.0,22.0,0.0,0.0,1.0
55,23.52819,16345.0,22.0,0.0,0.0,1.0
4,27.713375,1100.0,23.0,0.0,0.0,1.0
12,24.534363,3500.0,21.0,0.0,0.0,1.0
70,33.207203,20961.0,24.0,1.0,0.0,1.0
3,52.089916,800.0,22.0,0.0,1.0,1.0
36,44.392387,10700.0,24.0,1.0,0.0,1.0
49,37.836834,14600.0,20.0,0.0,0.0,1.0
3,47.799797,800.0,22.0,1.0,0.0,1.0
46,52.089916,13500.0,17.0,1.0,1.0,1.0
74,44.392387,22100.0,25.0,0.0,1.0,1.0
37,37.836834,11039.0,24.0,1.0,0.0,1.0
46,38.96646,13600.0,24.0,1.0,0.0,1.0
34,44.392387,10100.0,20.0,1.0,0.0,1.0
43,31.723047,12600.0,15.0,1.0,0.0,1.0
48,38.96646,14340.0,23.0,0.0,0.0,1.0
37,51.275105,10900.0,25.0,1.0,1.0,1.0
67,29.799795,19900.0,17.0,0.0,0.0,1.0
22,20.281277,6423.0,22.0,1.0,1.0,1.0
27,42.22572,7929.0,26.0,1.0,1.0,1.0
3,50.46646,702.0,16.0,1.0,0.0,1.0
37,45.540535,10900.0,25.0,1.0,0.0,1.0
47,21.731894,14000.0,26.0,0.0,0.0,1.0
60,43.343006,17800.0,25.0,1.0,0.0,1.0
44,29.799795,13100.0,23.0,0.0,0.0,1.0
66,26.65782,19600.0,21.0,1.0,0.0,1.0
5,28.793621,1300.0,16.0,0.0,0.0,1.0
71,20.281277,21072.0,16.0,0.0,0.0,1.0
6,42.22572,1800.0,23.0,0.0,0.0,1.0
28,27.713375,8233.0,23.0,0.0,1.0,1.0
35,33.207203,10300.0,24.0,0.0,0.0,1.0
2,23.52819,500.0,19.0,0.0,1.0,1.0
24,23.52819,7000.0,21.0,1.0,1.0,1.0
47,20.281277,13800.0,14.0,1.0,0.0,1.0
32,31.97881,9329.0,16.0,1.0,1.0,1.0
55,25.608437,16346.0,23.0,0.0,0.0,1.0
35,34.34918,10400.0,25.0,0.0,0.0,1.0
76,20.281277,22668.0,22.0,0.0,0.0,1.0
55,40.11461,16346.0,23.0,1.0,0.0,1.0
50,43.343006,14900.0,22.0,1.0,0.0,1.0
51,37.836834,15142.0,22.0,0.0,0.0,1.0
70,34.34918,20800.0,24.0,1.0,0.0,1.0
55,22.596092,16346.0,23.0,0.0,0.0,1.0
62,28.793621,18300.0,17.0,0.0,0.0,1.0
5,21.731894,1500.0,21.0,1.0,0.0,1.0
56,34.34918,16551.0,16.0,0.0,1.0,1.0
64,35.491154,19055.0,21.0,0.0,0.0,1.0
54,37.836834,16100.0,22.0,0.0,0.0,1.0
9,56.750412,2611.0,22.0,1.0,0.0,1.0
70,25.608437,20962.0,23.0,1.0,0.0,1.0
3,37.836834,903.0,24.0,0.0,0.0,1.0
21,18.522018,6100.0,23.0,1.0,0.0,1.0
27,59.11461,8032.0,25.0,0.0,1.0,1.0
46,20.281277,13500.0,17.0,1.0,0.0,1.0
33,19.651648,9837.0,27.0,0.0,1.0,1.0
34,34.34918,10100.0,20.0,0.0,0.0,1.0
29,35.491154,8500.0,21.0,0.0,1.0,1.0
29,51.275105,8600.0,19.0,1.0,1.0,1.0
19,26.65782,5617.0,22.0,1.0,1.0,1.0
61,20.923252,18200.0,22.0,1.0,0.0,1.0
51,44.392387,15142.0,22.0,1.0,0.0,1.0
80,23.52819,23400.0,13.0,0.0,0.0,1.0
79,18.009672,23181.0,14.0,1.0,0.0,1.0
80,27.713375,23600.0,21.0,1.0,0.0,1.0
17,33.207203,4814.0,16.0,0.0,0.0,1.0
61,25.608437,18061.0,17.0,0.0,0.0,1.0
68,46.799797,20168.0,16.0,0.0,1.0,1.0
59,23.52819,17500.0,17.0,1.0,1.0,1.0
63,29.799795,18751.0,22.0,0.0,0.0,1.0
50,37.836834,14800.0,24.0,0.0,0.0,1.0
46,37.836834,13700.0,23.0,0.0,0.0,1.0
63,46.799797,18854.0,22.0,0.0,1.0,1.0
55,31.97881,16345.0,22.0,1.0,0.0,1.0
66,37.836834,19565.0,14.0,0.0,0.0,1.0
38,46.799797,11100.0,13.0,0.0,0.0,1.0
48,26.65782,14340.0,23.0,0.0,0.0,1.0
80,31.97881,23500.0,21.0,0.0,0.0,1.0
43,27.713375,12800.0,23.0,1.0,0.0,1.0
78,25.608437,22900.0,24.0,1.0,0.0,1.0
22,44.392387,6526.0,22.0,1.0,1.0,1.0
55,43.343006,16346.0,23.0,0.0,0.0,1.0
42,31.723047,12500.0,24.0,0.0,0.0,1.0
47,20.281277,13900.0,24.0,0.0,0.0,1.0
55,35.491154,16200.0,13.0,0.0,0.0,1.0
61,25.608437,18200.0,22.0,1.0,0.0,1.0
3,27.713375,902.0,23.0,1.0,0.0,1.0
60,31.97881,17800.0,25.0,1.0,0.0,1.0
6,34.34918,1700.0,18.0,1.0,0.0,1.0
33,52.94177,9600.0,15.0,1.0,1.0,1.0
62,31.723047,18500.0,23.0,0.0,0.0,1.0
33,19.651648,9700.0,26.0,0.0,1.0,1.0
22,35.491154,6526.0,22.0,1.0,1.0,1.0
