"","x","y"
"1081",0.0631,0.2928
"1082",0.341,0.8645
"1083",0.8076,0.7272
"1084",0.4545,0.5501
"1085",-0.3005,0.293
"1086",-0.3797,0.2728
"1087",-0.4544,0.3519
"1088",-0.2963,0.3586
"1089",-0.1678,0.3401
"1090",-0.3167,0.3147
"1091",-0.3706,0.3347
"1092",-0.351,0.2673
"1093",-0.4175,0.3953
"1094",-0.1642,0.2256
"1095",0.5514,0.8509
"1096",0.7018,1
"1097",1,0.7751
"1098",-0.2311,0.3178
"1099",-0.1875,0.4254
"1100",-0.1492,0.492
"1101",-0.0159,0.4466
"1102",0.0241,0.551
"1103",0.1682,0.5131
"1104",0.0754,0.4051
"1105",-0.3848,0.3031
"1106",-0.3555,0
"1107",-0.8714,0.2072
"1108",0.0973,0.3986
"1109",-0.2029,0
"1110",-0.9647,0.29
"1111",0.0011,0.4621
"1112",-0.2728,0.3216
"1113",-0.3488,0.4617
"1114",-0.0765,0.4463
"1115",0.2796,0.6583
"1116",0.3165,0.6938
"1117",0.3991,0.519
"1118",-0.1714,0.3575
"1119",-0.285,0.2628
"1120",-0.4307,0.2532
"1121",-0.0423,0.3807
"1122",-0.3678,0.3045
"1123",-0.391,0.3529
"1124",-0.2942,0.4741
"1125",-0.1351,0.2261
"1126",-0.447,0.2339
"1127",-0.4696,0.2226
"1128",0.1912,0.6664
"1129",0.3328,0.7411
"1130",0.5063,0.7174
"1131",-0.2922,0.3539
"1132",-0.433,0.2835
"1133",-0.433,0.342
"1134",-0.316,0.3657
"1135",-0.1014,0.2996
"1136",-0.377,0.279
"1137",-0.4315,0.294
"1138",0.5042,0.7819
"1139",0.597,0.7855
"1140",0.5907,0.8299
"1141",-0.1608,0.3124
"1142",-0.4377,0.2829
"1143",-0.4343,0.4182
"1144",-0.1636,0.4245
"1145",-0.1686,0.2929
"1146",-0.3794,0.3309
"1147",-0.3035,0.2857
"1148",-0.4428,0.2184
"1149",-0.5632,0
"1150",-0.9484,0.1845
"1151",-0.3037,0.3258
"1152",-0.2956,0.2953
"1153",-0.4093,0.3485
"1154",-0.303,0.4032
"1155",0.0551,0.5231
"1156",0.0462,0.546
"1157",0.1265,0.4839
"1158",-0.2307,0.6179
"1159",0.2358,0.5845
"1160",0.169,0.5474
"1161",-0.0273,0.332
"1162",-0.2378,0.3566
"1163",-0.2868,0.3694
"1164",-0.2385,0.4351
"1165",-0.0523,0.3876
"1166",-0.2248,0.3403
"1167",-0.3075,0.3664
"1168",-0.1978,0.35
"1169",-0.2624,0.3559
"1170",-0.2883,0.503
"1171",0.0061,0.5624
"1172",0.6417,0.764
"1173",0.5438,0.776
"1174",0.5519,0.7974
"1175",-0.0441,0.4143
"1176",-0.152,0.4033
"1177",-0.1833,0.4114
"1178",-0.1772,0.4239
"1179",0.0397,0.4799
"1180",-0.3127,0.3133
"1181",-0.3733,0.3407
"1182",-0.2971,0.347
"1183",0.0553,0.4828
"1184",-0.2364,0.3309
"1185",0.0685,0.5377
"1186",0.2301,0.627
"1187",0.2539,0.6469
"1188",0.2939,0.7695
"1189",0.4366,0.6607
"1190",0.3213,0.7474
"1191",0.4947,0.6922
"1192",0.5255,0.7445
"1193",0.4889,0.5401
"1194",0.0831,0.5401
"1195",0.4986,0.7474
"1196",0.4949,0.7632
"1197",0.5263,0.7943
"1198",0.6304,0.8751
"1199",0.7501,0.8116
"1200",0.087,0.5696
"1201",0.2249,0.6232
"1202",0.2465,0.6628
"1203",0.3257,0.7226
"1204",0.6049,0.5992
"1205",0.1985,0.7002
"1206",0.4004,0.6822
"1207",0.4801,0.7435
"1208",0.4869,0.5401
"1209",0.0831,0.5401
"1210",0.8273,0.9839
"1211",0.9679,0.9371
"1212",0.8743,0.921
"1213",0.7176,0.8799
"1214",0.7598,0.8653
"1215",-0.0406,0.4966
"1216",0.1072,0.5994
"1217",0.1989,0.6354
"1218",0.2707,0.6966
"1219",0.4404,0.5664
"1220",0.1328,0.613
"1221",0.226,0.5636
"1222",0.5071,0.7354
"1223",0.4707,0.5401
"1224",0.0831,0.5401
"1225",0.2816,0.6178
"1226",0.2356,0.6321
"1227",0.2642,0.6002
"1228",0.2535,0.689
"1229",0.3779,0.5935
"1230",0.1579,0.5748
"1231",0.3146,0.6912
"1232",0.3824,0.7255
"1233",0.4511,0.7841
"1234",0.2825,0.5188
"1235",0.0377,0.5931
"1236",0.1961,0.5941
"1237",0.4195,0.6752
"1238",0.3504,0.5401
"1239",0.0831,0.5401
"1240",0.1358,0.604
"1241",0.2172,0.698
"1242",0.4031,0.559
"1243",0.2834,0.6422
"1244",0.2845,0.6382
"1245",0.0145,0.5549
"1246",0.1005,0.5334
"1247",0.0668,0.5525
"1248",0.1051,0.6096
"1249",0.3042,0.5914
"1250",0.1827,0.6908
"1251",0.3815,0.6688
"1252",-0.1919,0.4045
"1253",-0.191,0.5401
"1254",0.0831,0.5401
"1255",-0.3387,0.3426
"1256",-0.3148,0.2179
"1257",-0.5642,0.5711
"1258",1,0.3972
"1259",-0.2056,0
"1260",-0.1393,0.4971
"1261",-0.0119,0.4846
"1262",-0.0307,0.554
"1263",0.1081,0.5958
"1264",0.241,0.5614
"1265",0.1228,0.5143
"1266",0.0391,0.6503
"1267",0.5057,0.7383
"1268",0.4835,0.5401
"1269",0.0831,0.5401
"1270",-1,0.6911
"1271",0.3823,0.6314
"1272",0.2702,0.5701
"1273",0.135,0.5855
"1274",0.1786,0.61
"1275",-0.2358,0.3733
"1276",-0.2176,0.3809
"1277",-0.2382,0.408
"1278",-0.1841,0.4704
"1279",-0.023,0.3677
"1280",-0.2645,0.4265
"1281",-0.1386,0.4079
"1282",0.1158,0.5412
"1283",0.0823,0.5401
"1284",0.0831,0.5401
"1285",0.0017,0.3871
"1286",-0.2257,0.3218
"1287",-0.3563,0.6529
"1288",-0.3934,0.3238
"1289",-0.3455,0.282
"1290",-0.1841,0.4184
"1291",-0.0248,0.4407
"1292",-0.1187,0.4571
"1293",-0.0857,0.439
"1294",-0.0218,0.4045
"1295",-0.191,0.3709
"1296",-0.2086,0.397
"1297",-0.1531,0.495
"1298",0.0069,0.5401
"1299",0.0831,0.5401
"1300",0.0179,0.5503
"1301",0.1007,0.5681
"1302",0.153,0.5663
"1303",-0.3944,0.3529
"1304",-0.2381,0.3261
"1305",-0.3415,0.3278
"1306",-0.253,0.3161
"1307",-0.3678,0.3807
"1308",-0.2386,0.334
"1309",-0.1537,0.3738
"1310",-0.2524,0.3543
"1311",-0.2749,0.4085
"1312",-0.1303,0
"1313",-1,0.5401
"1314",0.0831,0.5401
"1315",-0.3309,0
"1316",-1,0
"1317",-1,0
"1318",1,0.2628
"1319",-0.4745,0
"1320",0.1702,0.5151
"1321",-0.01,0.442
"1322",-0.1159,0.5043
"1323",0.0087,0.4522
"1324",-0.0158,0.3323
"1325",-0.3354,0.3279
"1326",-0.3385,0.3282
"1327",-0.2989,0.3744
"1328",-0.2513,0.5401
"1329",0.0831,0.5401
"1330",-0.5422,0.2534
"1331",-0.4933,0.2676
"1332",-0.4649,0
"1333",-0.3461,0.3623
"1334",-0.2356,0.4841
"1335",0.0365,0.5437
"1336",0.0186,0.5305
"1337",0.0611,0.617
"1338",0.234,0.6709
"1339",0.5487,0.6724
"1340",0.3447,0.6996
"1341",0.4146,0.9663
"1342",0.4908,0.7096
"1343",0.4193,0.5401
"1344",0.0831,0.5401
"1345",0.1714,0.7061
"1346",0.4122,1
"1347",1,1
"1348",0.3306,0.6801
"1349",0.3601,0.6684
"1350",-0.2112,0.4318
"1351",-0.1096,0.4355
"1352",-0.129,0.4512
"1353",-0.0976,0.4765
"1354",-0.1713,0.3307
"1355",-0.3387,0.3152
"1356",-0.3595,0.3341
"1357",0.1613,0.6768
"1358",0.3537,0.5401
"1359",0.0831,0.5401
"1360",0.3956,0.6742
"1361",0.3484,1
"1362",1,0.6174
"1363",0.3783,0.7
"1364",0.3999,0.6849
"1365",0.0392,0.4983
"1366",-0.2867,0.3326
"1367",-0.3348,0.3712
"1368",-0.2577,0.3823
"1369",-0.1816,0.2752
"1370",-0.4497,0.368
"1371",-0.252,0.3933
"1372",-0.2497,0.3659
"1373",-0.2681,0.5401
"1374",0.0831,0.5401
"1375",-0.1223,0.4148
"1376",-0.1704,0.3343
"1377",-0.3314,0.397
"1378",-0.042,0.4887
"1379",-3e-04,0.5155
"1380",-0.3037,0.3911
"1381",0.2397,0.5134
"1382",0.0297,0.5828
"1383",0.1717,0.5378
"1384",0.4968,0.6827
"1385",0.3654,0.6944
"1386",0.4078,0.7651
"1387",0.5491,0.7255
"1388",0.451,0.5401
"1389",0.0831,0.5401
"1390",0.5669,0.8962
"1391",0.8443,0.7864
"1392",0.5728,0.718
"1393",0.3173,0.6069
"1394",0.2172,0.6052
"1395",-0.231,0.3662
"1396",0.2318,0.5559
"1397",0.1118,0.6107
"1398",0.2213,0.5517
"1399",0.3211,0.5228
"1400",0.0455,0.5884
"1401",0.2012,0.6685
"1402",1,0.6539
"1403",0.3077,0.5401
"1404",0.0831,0.5401
"1405",-0.1625,0.4323
"1406",-0.1355,0.4252
"1407",-0.1495,0.3943
"1408",0.0031,0.5481
"1409",0.1348,0.4501
"1410",-0.3373,0.3385
"1411",-0.1952,0.3951
"1412",-0.2099,0.4338
"1413",-0.1325,0.3749
"1414",-0.2827,0.3079
"1415",-0.3841,0.2752
"1416",-0.4135,0.3053
"1417",-0.2853,0.3723
"1418",-0.2555,0.5401
"1419",0.0831,0.5401
"1420",-0.556,0.2545
"1421",-0.4911,0.2602
"1422",-0.4796,0.3387
"1423",-0.3943,0.375
"1424",-0.2191,0.2946
"1425",-0.2896,0.3725
"1426",-0.1306,0.4144
"1427",-0.1712,0.4396
"1428",-0.1207,0.4332
"1429",-0.16,0.3381
"1430",-0.3238,0.3174
"1431",-0.3442,0.3988
"1432",-0.0423,0.5072
"1433",0.0223,0.5401
"1434",0.0831,0.5401
"1435",-0.4522,0.2636
"1436",-0.4729,0
"1437",-1,0
"1438",-1,0.2776
"1439",-0.4447,0
"1440",-0.2737,0.3635
"1441",-0.1185,0.4013
"1442",-0.1973,0.4368
"1443",-0.1265,0.3768
"1444",-0.2522,0.3287
"1445",-0.3427,0.3525
"1446",-0.2742,0.377
"1447",-0.4418,0.5946
"1448",0.1891,0.5401
"1449",0.0831,0.5401
"1450",0.2604,0.63
"1451",0.2601,0.6267
"1452",0.2561,0.4855
"1453",0.0964,0.5601
"1454",0.1562,0.6769
"1455",-0.274,0.3724
"1456",0.0207,0.4618
"1457",-0.0764,0.5147
"1458",0.0293,0.4678
"1459",0.0166,0.4834
"1460",-0.0333,0.4075
"1461",-0.1697,0.4404
"1462",-0.0387,0.294
"1463",-0.4119,0.5401
"1464",0.0831,0.5401
"1465",-0.5199,0.2712
"1466",-0.4577,0.2275
"1467",-0.545,0
"1468",-1,0.3588
"1469",-0.267,0.2856
"1470",0.1755,0.5832
"1471",-0.1256,0.3702
"1472",-0.2595,0.3514
"1473",-0.2971,0.3223
"1474",0.4885,0.6587
"1475",0.3173,0.702
"1476",0.419,0.7698
"1477",0.6341,0.7523
"1478",0.5046,0.5401
"1479",0.0831,0.5401
"1480",0.5192,0.9848
"1481",0.9695,0.9846
"1482",0.9693,0.6559
"1483",0.0618,0.539
"1484",0.0779,1
"1485",0.0739,0.522
"1486",0.2211,0.5684
"1487",0.1369,0.5915
"1488",0.1829,0.5602
"1489",0.3169,0.6424
"1490",0.2848,0.628
"1491",0.2561,0.685
"1492",0.3989,0.594
"1493",0.1881,0.5401
"1494",0.0831,0.5401
"1495",-0.313,0.1915
"1496",-0.617,0.2126
"1497",-0.5749,0
"1498",-0.0257,0.4932
"1499",-0.0136,0.3661
"1500",-0.208,0.4051
"1501",-0.0375,0.4306
"1502",-0.1388,0.4302
"1503",-0.1397,0.4265
"1504",-0.1394,0.3252
"1505",-0.3497,0.4197
"1506",-0.1606,0.4147
"1507",0.3188,0.5575
"1508",0.1149,0.5401
"1509",0.0831,0.5401
"1510",0.5851,1
"1511",1,0.7241
"1512",0.4481,0.6326
"1513",0.0865,0.4823
"1514",-0.2374,0.3391
"1515",-0.3219,0.3886
"1516",-0.2229,0.3676
"1517",-0.0978,0.372
"1518",-0.256,0.3804
"1519",-0.2342,0.4208
"1520",-0.0548,0.5654
"1521",0.1309,0.5401
"1522",0.0831,0.5401
"1523",-0.0326,0.4452
"1524",-0.1096,0.373
"1525",-0.2474,0.4061
"1526",0.3081,0.5908
"1527",-0.0407,0.4224
"1528",-0.1551,0.4617
"1529",-0.0766,0.4902
"1530",0.0153,0.5527
"1531",0.1053,0.6108
"1532",0.2311,0.6676
"1533",0.1726,0.4417
"1534",-0.1166,0.5401
"1535",0.0831,0.5401
"1536",-0.0515,0.4757
"1537",0.0691,0.5132
"1538",0.0264,0.5887
"1539",0.1775,0.5806
"1540",0.4069,0.6452
"1541",0.2903,0.6306
"1542",0.273,0.6968
"1543",-0.0764,0.4321
"1544",-0.1358,0.5401
"1545",0.0831,0.5401
"1546",0.1076,0.475
"1547",0.306,0.6187
"1548",0.2374,0.6479
"1549",0.2958,0.6361
"1550",0.3628,0.6406
"1551",0.2811,0.6361
"1552",0.3005,0.6842
"1553",0.2434,0.5707
"1554",-0.2555,0.3396
"1555",-0.3208,0.3587
"1556",-0.2826,0.4092
"1557",-0.2547,0.3232
"1558",-0.3536,0.3194
"1559",-0.3475,0.3834
"1560",-0.0909,0.4303
"1561",0.3015,0.5775
"1562",0.155,0.6729
"1563",0.3458,0.6781
"1564",0.0841,0.469
"1565",-0.212,0.3529
"1566",-0.2942,0.3638
"1567",-0.2725,0.4076
"1568",-0.0062,0.4353
"1569",0.3801,0.598
"1570",0.1961,0.6668
"1571",0.3336,0.6856
"1572",-0.1278,0.3252
"1573",0.4532,0.6871
"1574",0.3847,0.6581
"1575",0.3776,0.6158
"1576",0.5056,0.6442
"1577",0.2883,0.7222
"1578",0.4443,0.7781
"1579",0.6982,0.7258
"1580",0.4516,0.8456
"1581",0.6913,0.9096
"1582",0.8826,0.9231
"1583",0.8491,0.5865
"1584",0.1731,0.9548
"1585",0.9128,0.964
"1586",0.928,0.9605
"1587",0.921,0.9377
"1588",0.5147,0.8567
"1589",0.7304,0.8711
"1590",0.036,0.4643
"1591",0.2311,0.5528
"1592",0.1055,0.6831
"1593",0.3744,0.6656
"1594",0.3457,0.5916
"1595",0.1831,0.6536
"1596",0.3072,0.7472
"1597",0.7504,0.8468
"1598",0.6935,0.86
"1599",0.742,0.8816
"1600",0.6596,0.8383
"1601",0.6766,0.8274
"1602",0.6549,0.7822
"1603",1,0.9407
"1604",0.8814,0.8939
"1605",0.0582,0.4545
"1606",0.0755,0.4855
"1607",-0.029,0.5645
"1608",0.1722,0.5908
"1609",0.1828,0.5199
"1610",0.0398,0.5404
"1611",0.0807,0.6894
"1612",0.0519,0.5887
"1613",0.1841,0.6519
"1614",0.3038,0.689
"1615",0.2882,0.6618
"1616",0.3235,0.6223
"1617",0.2446,0.7093
"1618",0.0832,0.6534
"1619",0.3332,0.7248
"1620",0.0422,0.4417
"1621",-0.043,0.3997
"1622",-0.2006,0.4804
"1623",-0.0391,0.443
"1624",-0.1786,0.2797
"1625",-0.4407,0.3169
"1626",-0.3662,0.32
"1627",-0.1847,0.3421
"1628",-0.3158,0.3313
"1629",-0.3374,0.3203
"1630",-0.2796,0.4845
"1631",-0.031,0.5029
"1632",0.0057,0.592
"1633",0.5044,0.9357
"1634",0.8715,0.8175
"1635",0.4489,0.6559
"1636",0.4638,0.6179
"1637",0.2358,0.7608
"1638",0.5215,0.712
"1639",0.2743,0.5624
"1640",0.1248,0.5536
"1641",0.1072,0.6883
"1642",0.7207,0.7695
"1643",0.5389,0.84
"1644",0.68,0.7964
"1645",0.2712,0.7036
"1646",0.4072,0.6128
"1647",0.2255,0.6634
"1648",-0.0886,0.6412
"1649",0.2824,0.7397
"1650",0.3974,0.6458
"1651",0.4342,0.6201
"1652",0.2403,0.7311
"1653",0.4622,0.7173
"1654",0.6675,0.5703
"1655",0.1407,0.5969
"1656",0.1939,0.5615
"1657",-0.0677,0.394
"1658",-0.2119,0.3381
"1659",-0.3238,0.3303
"1660",-0.5019,0.2462
"1661",-0.5077,0.2632
"1662",-0.4736,0.3331
"1663",-0.4988,0.3341
"1664",-0.3088,0.3012
"1665",0.4734,0.7177
"1666",0.5689,0.7166
"1667",0.4332,0.8303
"1668",0.6606,0.5445
"1669",0.7186,0.8085
"1670",0.617,0.8314
"1671",0.6628,0.8726
"1672",0.9738,0.8477
"1673",0.6954,0.863
"1674",0.726,0.8508
"1675",0.5673,0.802
"1676",0.616,1
"1677",1,0.7993
"1678",0.5912,0.8259
"1679",0.6755,0.9292
"1680",0.301,0.5932
"1681",0.3685,0.5953
"1682",0.1906,0.7459
"1683",0.4918,0.6716
"1684",0.322,0.5989
"1685",0.1978,0.6278
"1686",0.2556,0.7386
"1687",0.7309,0.8054
"1688",0.6108,0.8596
"1689",0.7192,0.8467
"1690",0.4261,0.7873
"1691",0.5747,0.7464
"1692",0.5063,0.7911
"1693",-0.2986,0.3608
"1694",-0.2615,0.3135
"1695",0.1073,0.5178
"1696",0.2065,0.5403
"1697",0.0807,0.6704
"1698",0.3407,0.6005
"1699",0.2772,0.5986
"1700",0.1972,0.6444
"1701",0.2888,0.7577
"1702",1,0.7215
"1703",0.443,0.7533
"1704",0.5066,0.7308
"1705",0.3509,0.7164
"1706",0.4328,0.6608
"1707",0.3313,0.7121
"1708",0.322,0.634
"1709",0.268,0.746
"1710",-0.1626,0.3348
"1711",-0.1451,0.3555
"1712",-0.2889,0.4566
"1713",-0.0868,0.4291
"1714",-0.2168,0.3056
"1715",-0.3888,0.332
"1716",-0.3359,0.3776
"1717",0.0174,0.5005
"1718",9e-04,0.5018
"1719",0.0036,0.3926
"1720",-0.4524,0.2488
"1721",-0.5024,0.2752
"1722",-0.4496,0.3079
"1723",-0.501,0.3091
"1724",-0.3818,0
"1725",0.0156,0.4327
"1726",-0.0178,0.4454
"1727",-0.1092,0.5674
"1728",0.1349,0.5398
"1729",0.1372,0.509
"1730",0.018,0.5576
"1731",0.1153,0.7194
"1732",0.4471,0.6739
"1733",0.3479,0.7373
"1734",0.4745,0.698
"1735",0.2522,0.707
"1736",0.4139,0.6451
"1737",0.2902,0.5362
"1738",-0.2125,0.4823
"1739",-0.0354,0.4119
"1740",-0.0527,0.4381
"1741",0.0821,0.5317
"1742",0.0634,0.6076
"1743",0.2153,0.5078
"1744",-0.1718,0.3092
"1745",-0.3816,0.2956
"1746",-0.4087,0.3791
"1747",-0.2218,0.2716
"1748",-0.4568,0.2046
"1749",-0.5908,0.2591
"1750",-0.556,0.2229
"1751",-0.5543,0.2482
"1752",-0.5036,0
"1753",0.3184,0.7159
"1754",0.4502,0.6036
"1755",-0.36,0.259
"1756",-0.392,0.2842
"1757",-0.4316,0.3289
"1758",-0.3421,0.3399
"1759",-0.1565,0.2399
"1760",-0.5202,0.2726
"1761",-0.4547,0.4203
"1762",-0.0902,0.303
"1763",-0.365,0.3884
"1764",-0.2233,0.2835
"1765",-0.34,0.2661
"1766",-0.4678,0.2984
"1767",-0.4032,0.342
"1768",-0.4623,0.4007
"1769",-0.1987,0.3898
"1770",-0.3662,0.2576
"1771",-0.4477,0.2943
"1772",-0.4114,0.3567
"1773",-0.2865,0.3623
"1774",-0.1796,0.2826
"1775",-0.4348,0.2887
"1776",-0.4226,0.3447
"1777",-0.3319,0.2557
"1778",-0.4885,0.2493
"1779",-0.5013,0.2321
"1780",-0.2433,0.4763
"1781",-0.0474,0.2629
"1782",-0.4742,0.331
"1783",-0.5296,0.3561
"1784",-0.2879,0.3024
"1785",-0.1286,0.367
"1786",-0.2566,0.3542
"1787",-0.2916,0.4749
"1788",-0.0503,0.4955
"1789",-0.1689,0.2772
"1790",-0.4456,0.3129
"1791",-0.3743,0.3112
"1792",0.0641,0.4609
"1793",-0.0782,0.3762
"1794",-0.2477,0.2325
"1795",-0.4645,0
"1796",-1,0.2828
"1797",-0.4345,0
"1798",-0.363,0.4267
"1799",-0.1466,0.3842
"1800",-0.1703,0.3271
"1801",-1,0.3627
"1802",-0.2746,0.3863
"1803",-0.2274,0.3768
"1804",-0.1276,0.2699
"1805",-0.4601,0.3265
"1806",-0.3469,0.3323
"1807",-0.2677,0.3208
"1808",-0.3584,0.345
"1809",-0.3093,0.3258
"1810",-0.1686,0.3314
"1811",-0.3372,0.3607
"1812",-0.2786,0.5459
"1813",-0.4127,0.3971
"1814",-0.2058,0
"1815",-0.2556,0.332
"1816",-0.2996,0.3506
"1817",-0.2989,0.3899
"1818",-0.2201,0.3867
"1819",-0.1287,0.3257
"1820",-0.3486,0.3473
"1821",-0.3054,0.3775
"1822",-0.0295,0.4179
"1823",-0.1643,0.2938
"1824",-0.4124,0.3417
"1825",0.1334,0.5565
"1826",0.1129,0.6487
"1827",0.2974,0.6652
"1828",0.0906,0.5191
"1829",0.0466,0.5156
"1830",-0.0419,0.3841
"1831",-0.149,0.412
"1832",-0.1759,0.4052
"1833",-0.1896,0.4074
"1834",-0.0797,0.4156
"1835",-0.1688,0.3911
"1836",-0.2177,0.3394
"1837",-0.0952,0.4227
"1838",-0.1546,0.3412
"1839",-0.3176,0.3785
"1840",-0.221,0.3739
"1841",-0.2521,0.4529
"1842",-0.0941,0
"1843",-0.2094,0.4075
"1844",-0.1851,0
"1845",-0.08,0.4104
"1846",-0.1299,0.4419
"1847",-0.1162,0.4954
"1848",-0.0092,0.4941
"1849",0.0481,0.477
"1850",-0.046,0.3652
"1851",-0.2696,0.3184
"1852",-0.3059,0.315
"1853",-0.37,0
"1854",-1,0.2663
"1855",0.0452,0.6641
"1856",0.3283,0.6424
"1857",0.2848,0.663
"1858",0.1677,0.6668
"1859",0.3485,0.5829
"1860",-0.0614,0.407
"1861",-0.2581,0.4035
"1862",-0.1929,0.4452
"1863",-0.1095,0.4443
"1864",-0.0962,0.3779
"1865",-0.2441,0.3381
"1866",-0.3237,0.3246
"1867",-0.0966,0.3643
"1868",-0.2714,0.3036
"1869",-0.3927,0.4399
"1870",0.2253,0.681
"1871",0.3619,0.6887
"1872",0.3775,0.662
"1873",0.0968,0.4974
"1874",-0.0051,0.3871
"1875",0.0623,0.528
"1876",0.0956,0.5348
"1877",0.0696,0.5877
"1878",0.1753,0.5474
"1879",0.2996,0.562
"1880",0.1239,0.5415
"1881",0.0829,0.6248
"1882",-0.3158,0.2554
"1883",-0.4893,0.2173
"1884",-0.5655,0.3244
"1885",0.2031,0.5036
"1886",0.0072,0.526
"1887",0.0519,0.6604
"1888",-0.0636,0.3929
"1889",-0.2408,0.3774
"1890",-0.2452,0.3952
"1891",-0.2095,0.3858
"1892",-0.059,0.3666
"1893",-0.2669,0.3569
"1894",-0.2863,0.4101
"1895",0.1967,0.6143
"1896",0.2287,0.4601
"1897",-0.0798,0.3115
"1898",0.0051,0.5323
"1899",0.0647,0.6488
"1900",0.2976,0.8373
"1901",-0.0351,0.4406
"1902",-0.0588,0.4744
"1903",-0.0513,0.5007
"1904",0.0014,0.5157
"1905",0.0911,0.5643
"1906",0.1287,0.5398
"1907",0.0797,0.5397
"1908",0.6099,0.7863
"1909",0.5725,0.7417
"1910",0.4834,0.6438
"1911",-0.0129,0.4468
"1912",0.3831,0.6821
"1913",0.3642,0.7605
"1914",0.5211,0.7222
"1915",0.5143,0.7148
"1916",0.4297,0.7132
"1917",0.4264,0.7422
"1918",0.1911,0.6738
"1919",0.3475,0.6563
"1920",0.3126,0.4912
"1921",0.39,0.6486
"1922",0.0522,0.5383
"1923",0.0767,0.5822
"1924",0.1643,0.579
"1925",-0.0374,0.4882
"1926",0.0339,0.4616
"1927",0.2207,0.5256
"1928",0.2328,0.5256
"1929",0.0535,0.6643
"1930",0.3343,0.6471
"1931",0.2768,0.583
"1932",0.1661,0.5674
"1933",0.1369,0.6564
"1934",0.3727,0.713
"1935",0.4261,0.8026
"1936",0.6094,0.7201
"1937",0.4186,0.7344
"1938",0.4778,0.7709
"1939",0.5419,0.6603
"1940",0.1291,0.6916
"1941",0.3994,0.7251
"1942",-0.1126,0.4216
"1943",-0.1917,0.3743
"1944",-0.248,0.4777
"1945",-0.0446,0.4221
"1946",-0.0578,0.425
"1947",-0.1499,0.4494
"1948",-0.1012,0.4962
"1949",0.2213,0.5476
"1950",0.1029,0.5653
"1951",0.2028,0.5406
"1952",0.0714,0.6186
"1953",0.2442,0.532
"1954",0.064,0.5937
"1955",-0.0893,0.3998
"1956",-0.1785,0.3801
"1957",0.0448,0.4643
"1958",-0.0119,0.4693
"1959",-0.0614,0.5693
"1960",0.1386,0.5242
"1961",0.213,0.5577
"1962",0.1154,0.5224
"1963",0.0448,0.5754
"1964",0.2811,0.569
"1965",0.138,0.5553
"1966",0.1225,0.4502
"1967",-0.0509,0.4979
"1968",-3e-04,0.4571
"1969",-0.0858,0.5089
"1970",0.1037,0.5792
"1971",0.1702,0.581
"1972",0.025,0.4312
"1973",-0.2013,0.3634
"1974",-0.2711,0.499
"1975",-0.0019,0.4184
"1976",-0.0417,0.3652
"1977",-0.2697,0.4858
"1978",-0.0284,0.5187
"1979",0.0532,0.4459
"1980",-0.0979,0.3376
"1981",-0.306,0.391
"1982",-0.2234,0.3002
"1983",-0.3953,0.3785
"1984",-0.2429,0.6059
"1985",-0.1086,0.3932
"1986",-0.1905,0.3669
"1987",0.0516,0.4528
"1988",-0.0688,0.4312
"1989",-0.1331,0.5368
"1990",0.0736,0.5
"1991",0.1036,0.5111
"1992",0.0222,0.3704
"1993",-0.2593,0.44
"1994",-0.1311,0.3826
"1995",-0.2349,0.3239
"1996",-0.3523,0.383
"1997",-0.364,0.5145
"1998",0.0337,0.5632
"1999",0.1263,0.5314
"2000",-0.4122,0.3012
"2001",-0.2919,0.3603
"2002",-0.0036,0.4723
"2003",-0.0505,0.4479
"2004",-0.1022,0.5148
"2005",0.0296,0.4803
"2006",-0.0827,0.3355
"2007",-0.3218,0.3511
"2008",-0.2978,0.3932
"2009",0.0487,0.5491
"2010",0.0982,0.5218
"2011",0.0455,0.5023
"2012",-0.4598,0.3086
"2013",-0.375,0.2711
"2014",-0.4577,0.3653
"2015",-0.5406,0.2314
"2016",-0.5179,0.1676
"2017",0.0833,0.4933
"2018",-0.1099,0.4277
"2019",-0.1447,0.4622
"2020",-0.0756,0.3987
"2021",-0.0832,0.4567
"2022",-0.0866,0.4023
"2023",-0.1953,0.4292
"2024",-0.1501,0.373
"2025",-0.2539,0.4369
"2026",-0.1262,0.3316
"2027",-0.3582,0.3161
"2028",-0.3518,0.3826
"2029",-0.2347,0.4222
"2030",-0.302,0.3465
"2031",-0.2731,0.2813
"2032",0.1129,0.5105
"2033",0.0463,0.5005
"2034",0.0036,0.6149
"2035",0.2298,0.5321
"2036",0.1293,0.4891
"2037",-0.0217,0.4554
"2038",-0.0892,0.4741
"2039",0.0684,0.5046
"2040",0.0093,0.4801
"2041",-0.0399,0.4484
"2042",-0.0018,0.5302
"2043",0.065,0.6181
"2044",0.2363,0.5472
"2045",-0.0486,0.483
"2046",-0.0166,0.4598
"2047",-0.0384,0.4462
"2048",-0.0332,0.4629
"2049",-0.0712,0.503
"2050",0.006,0.4942
"2051",0.0883,0.5383
"2052",0.0767,0.5442
"2053",0.0885,0.625
"2054",0.4215,1
"2055",1,0.6563
"2056",0.3127,0.6437
"2057",0.306,0.719
"2058",0.4424,0.7072
"2059",0.4144,0.6899
"2060",0.0406,0.5648
"2061",0.1397,0.5076
"2062",-0.0618,0.4047
"2063",-0.1251,0.4332
"2064",-0.1296,0.5075
"2065",0.0149,0.4287
"2066",-0.0089,0.366
"2067",-0.268,0.4613
"2068",-0.0775,0.492
"2069",0.0873,0.5984
